System.Time_Stamp,vtti.timestamp,FOT_Control.Speed,Head_Unit.Longitude,Head_Unit.Latitude,Head_Unit.MSL_Altitude,IMU.Gyro_X,IMU.Gyro_Y,IMU.Gyro_Z,IMU.Accel_X,IMU.Accel_Y,IMU.Accel_Z
1703,171900,2.204861, , , ,0.325195,0,-1.625977,-0.0348,-0.0319,-0.9889
1704,172000,2.157118, , , ,-0.975586,0,-2.276367,-0.0174,-0.029,-0.9947
1705,172100,2.122396, , , ,-0.975586,0,-2.276367,-0.0348,-0.0029,-0.9947
1706,172200,2.096354, , , ,-0.650391,-0.325195,-1.951172,-0.0145,0,-0.9831
1707,172300,2.065972, , , ,-0.650391,0,-1.300781,-0.0116,-0.0145,-0.9889
1708,172400,2.052952, , , ,-0.975586,0,-1.625977,-0.0029,-0.0145,-0.9947
1709,172500,2.03125, , , , , , ,-0.0029,-0.0145,-0.9889
1710,172600,2.03125, , , ,-0.650391,0.325195,-1.300781,-0.0058,0.0145,-0.9889
1711,172700,2.02257, , , ,0,0,-1.300781,-0.0029,0.0203,-0.9947
1712,172801,2.013889,121.501907,31.287094,142,0.650391,0,-1.300781,0,-0.0116,-0.9918
1713,172900,2.005208, , , ,0,0,-1.300781,0.0116,-0.0406,-0.9744
1714,172999,1.983507, , , ,-0.650391,-0.650391,-1.951172,0.0087,-0.0348,-0.9889
1715,173100,1.979167, , , ,-0.650391,-0.650391,-1.951172,-0.0029,-0.0116,-0.9976
1716,173199,1.970486, , , ,-0.325195,0,-1.951172,-0.0029,0,-0.9947
1717,173300,1.974826, , , ,0,0,-1.625977,0,-0.0145,-0.9947
1718,173400,1.966146, , , ,-0.650391,-0.325195,-1.625977,0,-0.0232,-0.9889
1719,173500,1.948785, , , , , , ,0.0058,-0.0145,-0.9802
1720,173599,1.944445, , , ,-0.975586,-0.325195,-1.300781,0,0.0116,-0.986
1721,173700,1.940104, , , ,-0.325195,-0.325195,-0.650391,-0.0058,0.0232,-1.0034
1722,173799,1.944445,121.501923,31.287117,142,-0.650391,-0.325195,0,-0.0058,0.0058,-0.9947
1723,173900,1.927083, , , ,-0.650391,0,0.325195,-0.0087,0.0058,-0.9976
1724,173999,1.909722, , , ,-0.650391,0,0.650391,-0.0116,0.0435,-0.9976
1725,174100,1.896701, , , ,0.325195,0,1.625977,-0.0145,0.0464,-0.9947
1726,174199,1.883681, , , ,0,0,2.601563,-0.029,0.0203,-0.9831
1727,174300,1.86632, , , ,0,0.650391,2.926758,-0.0087,0.0029,-0.986
1728,174400,1.86632, , , ,-1.300781,0.325195,3.902344,0.0087,0.0116,-0.9918
1729,174500,1.193576, , , , , , ,-0.0058,0.0435,-0.986
1730,174600,1.853299, , , ,-1.300781,0,5.853516,-0.0087,0.0812,-0.9947
1731,174700,1.848958, , , ,0,0,7.479492,-0.0203,0.0928,-0.9976
1732,174799,1.09809,121.501923,31.287113,142,0.975586,0,8.455078,-0.0116,0.0464,-0.9889
1733,174900,1.831597, , , ,0.650391,0.325195,7.804688,0,-0.0029,-0.986
1734,174999,1.814236, , , ,-0.975586,0.325195,8.129883,-0.0029,0,-0.9918
1735,175100,1.805556, , , ,-1.625977,0,9.755859,0,0.0696,-0.9889
1736,175199,1.796875, , , ,-1.300781,0,11.381836,-0.0232,0.1102,-0.9889
1737,175300,1.788195, , , ,0,0,11.056641,-0.0203,0.0928,-0.9889
1738,175400,1.792535, , , ,0.650391,0,12.682617,-0.0058,0.0464,-0.9889
1739,175500,1.788195, , , , , , ,-0.0116,0.0174,-0.9976
1740,175599,1.770833, , , ,-1.625977,0,13.007813,-0.0319,0.058,-1.0005
1741,175700,1.783854, , , ,-1.300781,0,15.284179,-0.0377,0.116,-0.9947
1742,175799,1.783854,121.501961,31.287073,142,0.325195,0,16.259766,-0.029,0.1015,-0.9773
1743,175900,1.801215, , , ,0.650391,0,16.259766,0,0.0377,-0.9918
1744,175999,1.805556, , , ,0.325195,0,16.910156,0.0116,0.0232,-0.9976
1745,176100,1.818576, , , ,-0.975586,0,17.885742,-0.0116,0.0609,-0.9947
1746,176199,1.835938, , , ,-0.650391,-0.325195,17.235352,-0.0319,0.0957,-0.9918
1747,176300,1.844618, , , ,0,0,19.836914,-0.029,0.0841,-0.9773
1748,176400,1.840278, , , ,-0.650391,-0.325195,19.836914,-0.0261,0.0464,-0.9918
1749,176500,1.831597, , , , , , ,-0.029,0.0551,-0.9831
1750,176599,1.844618, , , ,-0.650391,0,20.487305,-0.0261,0.0783,-0.9918
1751,176700,1.853299, , , ,0.325195,0,19.836914,-0.0261,0.0551,-1.0034
1752,176799,1.831597,121.501976,31.287054,142,0.325195,0,20.162109,-0.0174,0.0348,-0.9831
1753,176900,1.840278, , , ,-0.650391,-0.325195,20.162109,-0.0232,0.0435,-0.9831
1754,176999,1.848958, , , ,-0.325195,0,18.210938,-0.0058,0.0667,-0.9976
1755,177100,1.875, , , ,-0.650391,0,20.8125,0.0058,0.0667,-1.0005
1756,177199,1.914063, , , ,-1.625977,0,21.462891,0.0203,0.0783,-0.9889
1757,177300,1.957465, , , ,-0.325195,-0.325195,19.511719,0.0319,0.0957,-0.986
1758,177400,2.005208, , , ,-0.325195,0,22.113281,0.0261,0.087,-0.9918
1759,177500,2.078993, , , , , , ,0.0348,0.0841,-0.9889
1760,177599,2.165799, , , ,0,0.325195,22.763672,0.0522,0.087,-0.9976
1761,177700,2.222222, , , ,0.650391,0.650391,22.113281,0.0696,0.0609,-0.9947
1762,177799,2.287327,121.501961,31.287041,142,0.325195,0.650391,21.462891,0.0725,0.0319,-0.9947
1763,177900,2.356771, , , ,-0.975586,0.325195,20.8125,0.0725,0.0522,-0.9947
1764,177999,2.426215, , , ,-1.625977,0.325195,20.162109,0.0696,0.058,-0.9889
1765,178100,2.482639, , , ,-0.650391,0.325195,18.536133,0.0725,0.0783,-0.986
1766,178199,2.534722, , , ,-0.325195,0,18.536133,0.0725,0.0609,-0.9715
1767,178300,2.617188, , , ,-0.325195,0.650391,17.885742,0.0638,0.0609,-1.0005
1768,178400,2.677952, , , ,-0.650391,0.325195,17.560547,0.058,0.0667,-1.0034
1769,178500,2.725695, , , , , , ,0.058,0.0667,-0.9918
1770,178600,2.786458, , , ,0.650391,0.650391,15.609375,0.0638,0.0522,-0.9773
1771,178700,2.838542, , , ,0,0.325195,14.958983,0.0696,0.0377,-0.9831
1772,178799,2.886285,121.501961,31.287043,141,-0.975586,0.325195,12.357422,0.0783,0.029,-0.9947
1773,178900,2.955729, , , ,-0.650391,0,12.357422,0.0986,0.0406,-0.9976
1774,178999,3.033854, , , ,0.325195,0.650391,11.056641,0.1276,0.0551,-0.9947
1775,179100,3.133681, , , ,0.325195,0,10.081055,0.1508,-0.0058,-0.957
1776,179199,3.237847, , , ,-1.951172,-1.300781,8.780273,0.1334,-0.029,-0.9686
1777,179300,3.333333, , , ,0,-0.975586,6.503906,0.1015,0.0087,-1.0353
1778,179400,3.42882, , , ,-0.975586,0,5.52832,0.0957,0.0087,-0.9976
1779,179500,3.498264, , , , , , ,0.1102,0.0029,-0.9773
1780,179599,3.611111, , , ,0.325195,-0.325195,2.601563,0.0986,0,-0.9657
1781,179700,3.663195, , , ,0,-0.325195,1.951172,0.0667,-0.0319,-1.015
1782,179799,3.758681,121.501961,31.287001,141,-0.325195,0,0.975586,0.0841,-0.0464,-0.986
1783,179900,3.823785, , , ,-1.300781,0.975586,0.325195,0.0754,-0.0232,-0.9338
1784,179999,3.919271, , , ,-0.650391,-0.650391,0,0.1305,0.0029,-0.9976
1785,180100,3.988715, , , ,-0.650391,-0.975586,-0.650391,0.0812,0,-1.0237
1786,180199,4.0625, , , ,-1.300781,-0.325195,0,0.0638,-0.0348,-1.0266
1787,180300,4.144966, , , ,-0.325195,0.325195,-0.325195,0.0725,0.0348,-0.9628
1788,180400,4.231771, , , ,0,-0.325195,-0.325195,0.0812,-0.0058,-0.9744
1789,180500,4.275174, , , , , , ,0.0667,0.0116,-0.9889
1790,180599,4.344618, , , ,0.650391,0.325195,-0.325195,0.0493,0.0145,-0.957
1791,180700,4.440104, , , ,-0.325195,0.650391,0,0.0638,-0.058,-1.0266
1792,180799,4.479167,121.501923,31.287006,141,-1.951172,0,-0.325195,0.0812,-0.0319,-1.0237
1793,180900,4.52257, , , ,-0.975586,-0.650391,-0.975586,0.0696,0.0406,-0.9599
1794,180999,4.578993, , , ,0,-1.300781,-0.650391,0.0493,0.0232,-0.9628
1795,181100,4.618056, , , ,-0.650391,0,0,0.0348,-0.0261,-1.0179
1796,181199,4.670139, , , ,-0.325195,0.325195,-0.650391,0.0261,0.0029,-1.0034
1797,181300,4.726563, , , ,-0.650391,0,-0.975586,0.0638,-0.0174,-0.9976
1798,181400,4.769966, , , ,0,-0.325195,-0.325195,0.0406,0.0174,-0.986
1799,181500,4.809028, , , , , , ,0.0348,-0.029,-0.9686
1800,181599,4.83941, , , ,-0.650391,0.325195,-1.300781,0.0348,-0.0377,-0.9947
1801,181700,4.865452, , , ,-0.975586,0.325195,-1.300781,0.0377,-0.0058,-1.0266
1802,181800,4.900174,121.501945,31.28694,141,-0.650391,0,-1.300781,0.0377,0.0145,-0.9947
1803,181899,4.926216, , , ,0.650391,-0.325195,-1.300781,0.0406,0,-0.9657
1804,182000,4.947917, , , ,-0.325195,-0.325195,-0.650391,0.0232,-0.0145,-0.986
1805,182099,4.969618, , , ,-1.300781,0,-0.325195,0.0174,-0.0261,-0.9744
1806,182200,4.99132, , , ,-0.325195,-0.325195,-0.650391,0,0.0377,-1.0266
1807,182299,4.99566, , , ,0.325195,-0.325195,-0.975586,-0.0116,-0.0087,-1.015
1808,182400,4.978299, , , ,0,0,-0.325195,-0.0145,-0.0145,-0.9657
1809,182500,4.969618, , , ,0,0,-0.975586,0,-0.0203,-0.9686
1810,182600,4.960938, , , , , , ,-0.0232,0.0203,-0.986
1811,182699,4.926216, , , ,0,0,-0.975586,-0.0435,0.0029,-1.0208
1812,182800,4.900174,121.501945,31.286926,141,0,0,-0.325195,-0.0174,-0.0058,-0.9976
1813,182899,4.865452, , , ,0,-0.650391,-0.325195,-0.0116,-0.0174,-0.9715
1814,183000,4.826389, , , ,-0.650391,-0.975586,-0.650391,-0.0377,-0.0029,-0.9628
1815,183099,4.804688, , , ,-1.300781,0,-0.975586,-0.0493,-0.0232,-1.0324
1816,183200,4.791667, , , ,0,0,-0.650391,-0.0145,0.0203,-0.986
1817,183299,4.756945, , , ,0,-0.325195,-0.650391,0,0.0116,-0.9599
1818,183400,4.709202, , , ,1.300781,-0.975586,-0.650391,-0.0377,0,-0.9947
1819,183500,4.696181, , , ,0,0,-0.650391,-0.0377,-0.0435,-0.9976
1820,183600,4.674479, , , , , , ,-0.0145,-0.0087,-0.9831
1821,183699,4.652778, , , ,0,-0.650391,-1.300781,-0.0116,0.0058,-1.0121
1822,183800,4.609375,121.50193,31.286894,141,-0.650391,0,-0.975586,-0.0232,0,-0.9918
1823,183899,4.605035, , , ,0,0.325195,-1.300781,-0.0087,-0.0261,-0.9715
1824,184000,4.600695, , , ,-0.650391,0.325195,-1.625977,0.0174,-0.0232,-1.0005
1825,184099,4.600695, , , ,0,0.325195,-1.300781,0.0145,-0.0319,-1.0063
1826,184200,4.618056, , , ,-0.325195,0,-1.951172,0.0145,-0.0029,-0.9657
1827,184299,4.622396, , , ,0,0,-2.276367,0.0377,-0.0087,-1.0005
1828,184400,4.644097, , , ,0,-0.325195,-1.625977,0.0145,-0.0348,-0.9889
1829,184500,4.639757, , , ,-1.951172,-0.325195,-1.300781,0.0203,-0.0174,-0.986
1830,184600,4.657118, , , , , , ,0.0203,0.0406,-0.9947
1831,184700,4.67882, , , ,-0.650391,0,-0.325195,0.0058,0.0493,-1.0179
1832,184800,4.704861,121.501923,31.286827,141,0.325195,0,0,0.029,0.0145,-0.9715
1833,184899,4.717882, , , ,-0.325195,-0.325195,0,0.0261,-0.0058,-0.9773
1834,185000,4.752604, , , ,-0.650391,0.325195,0.650391,0.029,0.0058,-0.9918
1835,185099,4.774306, , , ,-1.300781,0.325195,1.300781,0.0348,0.0406,-0.9918
1836,185200,4.817708, , , ,-0.325195,0,1.300781,0.0464,0.0232,-0.9918
1837,185299,4.822049, , , ,0,-0.325195,1.300781,0.0348,0.0464,-1.0092
1838,185400,4.869792, , , ,-0.325195,0,1.625977,0.0435,0.0029,-0.9715
1839,185500,4.913195, , , ,0,-0.325195,1.300781,0.058,0.0232,-0.9831
1840,185600,4.952257, , , , , , ,0.0435,-0.0029,-1.0005
1841,185699,4.99132, , , ,0,-0.325195,0.650391,0.0464,0.0087,-0.9773
1842,185800,5.017361,121.501923,31.286753,141,-0.975586,0,0.325195,0.0464,-0.0261,-1.0092
1843,185899,5.082466, , , ,-0.650391,-0.325195,0,0.0464,0.0116,-0.9889
1844,186000,5.108507, , , ,-0.325195,0,0,0.0464,0.0174,-0.9802
1845,186099,5.164931, , , ,-0.325195,0,0,0.0493,0.0029,-1.0005
1846,186200,5.212674, , , ,-0.325195,0,0,0.0522,0.0029,-0.9831
1847,186299,5.260417, , , ,0,0,0.325195,0.0551,0.0174,-0.9947
1848,186400,5.30382, , , ,0,0,0,0.0406,0,-1.0034
1849,186500,5.342882, , , ,0,0,0.325195,0.0493,0.0058,-0.9889
1850,186600,5.377604, , , , , , ,0.058,-0.0058,-0.9831
1851,186699,5.438368, , , ,0,-0.650391,0,0.0435,0.0058,-0.9918
1852,186800,5.455729,121.501923,31.286694,141,-0.650391,0,-0.325195,0.0377,0,-1.0063
1853,186899,5.512153, , , ,0.325195,0,0,0.0522,-0.0087,-0.9889
1854,187000,5.542535, , , ,-0.325195,-0.325195,-0.325195,0.0464,0.0058,-0.9889
1855,187099,5.590278, , , ,0.325195,0,-0.325195,0.0261,-0.0116,-0.9947
1856,187200,5.625, , , ,-0.650391,0,-0.325195,0.0435,-0.0174,-0.9715
1857,187299,5.625, , , ,-0.325195,-0.975586,-0.650391,0.0319,-0.0058,-0.9773
1858,187400,5.642361, , , ,-0.325195,-0.975586,-0.325195,-0.0058,-0.0087,-0.9947
1859,187500,5.638021, , , ,-0.325195,-0.650391,-0.650391,-0.0174,-0.0145,-1.0063
1860,187600,5.61632, , , , , , ,-0.0174,-0.0029,-0.9947
1861,187699,5.598958, , , ,-0.325195,-0.325195,-0.650391,-0.0116,-0.0058,-0.9657
1862,187800,5.603299,121.501923,31.286613,140,-0.325195,-0.325195,-0.650391,-0.0232,-0.0145,-0.9715
1863,187899,5.577257, , , ,-0.975586,-0.325195,-0.325195,-0.0261,-0.0145,-1.0092
1864,188000,5.546875, , , ,-0.975586,0,-0.650391,-0.029,-0.0116,-1.015
1865,188099,5.525174, , , ,0,-0.325195,-0.650391,-0.0174,0.029,-0.9657
1866,188200,5.473091, , , ,0,-0.325195,-0.650391,-0.0377,-0.0261,-0.986
1867,188299,5.451389, , , ,-0.975586,0,-0.325195,-0.0377,-0.029,-0.9918
1868,188400,5.407986, , , ,-1.625977,0,-0.650391,-0.0319,-0.0203,-1.0237
1869,188500,5.403646, , , ,0,-0.325195,-0.650391,-0.0174,0.0232,-0.9889
1870,188600,5.351563, , , , , , ,-0.0377,-0.0029,-0.9657
1871,188699,5.321181, , , ,0,0.325195,-0.650391,-0.0203,-0.029,-0.9947
1872,188800,5.295139,121.501907,31.286556,140,-1.625977,-0.325195,-0.650391,-0.0116,-0.0116,-0.9918
1873,188899,5.269097, , , ,0,-0.325195,-0.650391,-0.0145,0.0145,-1.0179
1874,189000,5.256077, , , ,-0.325195,0,-0.650391,0.0116,0.0058,-0.986
1875,189099,5.269097, , , ,-0.325195,0.325195,-0.650391,0.0319,-0.0261,-0.9744
1876,189200,5.295139, , , ,-0.975586,-0.325195,-0.325195,0.0348,-0.0058,-0.9831
1877,189299,5.3125, , , ,-0.650391,0,-0.650391,0.0145,-0.0058,-0.9918
1878,189400,5.329861, , , ,-0.650391,0,-0.325195,0.0348,0.0087,-0.9947
1879,189500,5.329861, , , ,0,-0.650391,-0.650391,0.0319,-0.0029,-0.9773
1880,189600,5.364583, , , , , , ,0.0145,0,-1.0005
1881,189699,5.394966, , , ,0,0,-0.325195,0.0261,-0.0261,-0.9889
1882,189800,5.425347,121.501869,31.286514,140,0,0,-0.650391,0.0377,-0.0029,-0.986
1883,189899,5.442708, , , ,-0.325195,0,-0.650391,0.0319,0.0058,-1.0005
1884,190000,5.477431, , , ,0.325195,0.325195,-0.650391,0.0203,0.0058,-0.9976
1885,190099,5.525174, , , ,0,0.325195,-0.650391,0.0464,-0.0174,-0.9831
1886,190200,5.551216, , , ,-0.650391,0,-0.325195,0.0493,-0.029,-0.9715
1887,190299,5.577257, , , ,0,-0.325195,-0.650391,0.0435,0,-0.986
1888,190400,5.61632, , , ,-0.650391,-0.650391,-0.325195,0.0319,-0.0029,-0.9976
1889,190500,5.62066, , , ,0,-0.650391,-0.975586,0.0203,-0.0087,-1.0092
1890,190600,5.629341, , , , , , ,0.0116,-0.0087,-0.9831
1891,190699,5.651042, , , ,0,-0.325195,-0.325195,-0.0029,-0.0116,-0.9831
1892,190800,5.655382,121.501854,31.286467,140,-0.975586,0,-0.650391,-0.0145,-0.0087,-0.9889
1893,190899,5.659722, , , ,-0.325195,0,-0.650391,0,-0.0087,-0.986
1894,191000,5.651042, , , ,-0.325195,-0.650391,-0.975586,-0.0058,0.0087,-0.9918
1895,191099,5.629341, , , ,0,0,-0.975586,-0.0232,-0.0232,-1.0034
1896,191200,5.603299, , , ,0,0,-0.325195,-0.0435,-0.0029,-0.9773
1897,191299,5.581597, , , ,-1.300781,-0.325195,-0.650391,-0.0319,-0.0261,-1.0034
1898,191400,5.551216, , , ,0,0,-0.650391,-0.0319,0.0087,-0.9831
1899,191500,5.512153, , , ,0,0,-0.975586,-0.0319,0.0174,-0.986
1900,191600,5.477431, , , , , , ,-0.029,-0.0174,-0.9918
1901,191699,5.455729, , , ,-0.650391,0,-0.325195,-0.0319,-0.0145,-1.0005
1902,191800,5.421007,121.501839,31.286444,140,-0.650391,0,-0.650391,-0.0261,-0.0261,-1.0005
1903,191899,5.394966, , , ,-0.975586,0,0,-0.0203,0,-0.9686
1904,192000,5.342882, , , ,0,0,-0.975586,-0.0145,0.0029,-1.0005
1905,192099,5.321181, , , ,0.650391,0,-0.975586,-0.0348,0.0029,-1.0034
1906,192200,5.290799, , , ,-0.325195,0,-0.325195,-0.0232,-0.029,-0.9889
1907,192299,5.260417, , , ,-0.975586,-0.325195,-0.650391,-0.0232,-0.0261,-0.9802
1908,192400,5.208333, , , ,-0.325195,-0.325195,-0.975586,-0.0348,0,-0.986
1909,192500,5.199653, , , ,0,0,-0.975586,-0.029,0.029,-1.0063
1910,192600,5.15191, , , , , , ,-0.0203,-0.0232,-0.9773
1911,192699,5.112847, , , ,0,-0.650391,-0.975586,-0.029,-0.0203,-0.9947
1912,192800,5.082466,121.501823,31.286427,140,-1.300781,0,-0.975586,-0.029,-0.0087,-0.9831
1913,192899,5.056424, , , ,0.325195,0,-0.975586,-0.029,0,-0.9947
1914,193000,5.021702, , , ,0,-0.325195,-1.300781,-0.0406,0,-0.9976
1915,193099,4.986979, , , ,0,0,-1.300781,-0.0348,-0.0377,-0.9831
1916,193200,4.952257, , , ,-0.975586,0.325195,-0.650391,-0.0029,-0.029,-0.9918
1917,193300,4.930556, , , ,0,0,-0.975586,-0.0319,0.0058,-0.9976
1918,193401,4.904514, , , ,0,0.325195,-0.975586,-0.0464,0.0116,-0.9947
1919,193499,4.878472, , , ,0,0,-0.975586,-0.0203,-0.0261,-0.9831
1920,193600,4.83507, , , ,-0.650391,-0.325195,-0.975586,-0.0203,-0.0232,-0.9889
1921,193700,4.800347, , , ,-0.325195,-0.325195,-0.650391,-0.029,-0.0058,-0.9947
1922,193800,4.782986, , , , , , ,-0.0203,0,-0.9773
1923,193899,4.756945, , , ,-0.325195,0,-0.325195,-0.0232,0,-0.9976
1924,194000,4.713542, , , ,-0.325195,-0.325195,0,-0.029,0.0029,-0.9947
1925,194099,4.704861, , , ,0,-0.325195,0,-0.0261,0,-0.9918
1926,194200,4.665799,121.501816,31.286396,140,-0.975586,0,0.325195,-0.029,0,-0.9976
1927,194299,4.639757, , , ,-0.650391,0,0.325195,-0.0261,0.0145,-0.9889
1928,194400,4.613716, , , ,-0.650391,0.325195,0.650391,-0.0232,0.0116,-0.9715
1929,194499,4.596354, , , ,-0.325195,-0.325195,0.975586,-0.0087,0.0406,-0.986
1930,194600,4.561632, , , ,0,-0.650391,1.300781,-0.029,0.0232,-0.9918
1931,194700,4.53125, , , ,0,-0.325195,1.300781,-0.029,0.0174,-1.0005
1932,194800,4.513889,121.501801,31.286367,140, , , ,-0.0232,0,-0.9831
1933,194899,4.492188, , , ,-0.650391,-0.325195,1.951172,-0.0203,0.0203,-1.0063
1934,195000,4.474827, , , ,0.650391,0,1.300781,-0.0029,0.0232,-0.9918
1935,195099,4.509549, , , ,-0.325195,0.650391,1.951172,0.0174,0.0261,-0.9715
1936,195200,4.505208, , , ,0,0,2.276367,0.0203,0.0261,-0.9773
1937,195299,4.492188, , , ,-0.325195,-0.650391,2.276367,0.0029,0.0261,-1.0005
1938,195400,4.505208, , , ,0.325195,-0.325195,2.601563,-0.0145,0.0435,-0.986
1939,195499,4.496528, , , ,1.625977,-0.650391,2.276367,-0.0087,0.0145,-0.9976
1940,195600,4.487847, , , ,-0.650391,0,2.601563,-0.0377,-0.0232,-1.0266
1941,195700,4.448785, , , ,-1.300781,0.325195,2.601563,-0.0232,-0.0116,-0.986
1942,195800,4.457466,121.50177,31.286341,140, , , ,-0.0261,0.0493,-0.9918
1943,195899,4.427083, , , ,0.325195,0,2.601563,0,0.0464,-0.9599
1944,196000,4.405382, , , ,1.625977,0,2.601563,-0.0348,0.0406,-1.0034
1945,196099,4.375, , , ,1.951172,1.625977,2.276367,-0.0348,-0.0087,-1.0121
1946,196200,4.36632, , , ,-0.325195,0.325195,2.276367,-0.0261,-0.0377,-1.0121
1947,196299,4.322917, , , ,-0.650391,0,2.276367,-0.0116,-0.0029,-0.9831
1948,196400,4.309896, , , ,-0.975586,-0.650391,2.276367,-0.0145,0.0087,-0.9744
1949,196499,4.270833, , , ,0.325195,0,1.625977,-0.0232,0.0174,-0.9744
1950,196600,4.249132, , , ,1.625977,0.975586,1.625977,-0.0261,-0.0029,-0.9889
1951,196700,4.240452, , , ,0.975586,-0.325195,0.975586,0,-0.029,-1.0179
1952,196800,4.197049,121.501762,31.286314,140, , , ,-0.0087,-0.0522,-0.9947
1953,196899,4.162327, , , ,-0.325195,-0.975586,0,-0.0232,-0.058,-0.9773
1954,197000,4.140625, , , ,0,-0.650391,-0.325195,-0.0261,-0.0348,-0.9744
1955,197099,4.118924, , , ,-1.300781,-0.325195,-0.325195,0.0058,-0.0348,-0.9715
1956,197200,4.110243, , , ,-0.650391,-0.975586,-0.650391,-0.0232,-0.0058,-1.0005
1957,197299,4.084202, , , ,-0.325195,-0.975586,-0.325195,-0.0261,-0.0058,-1.0092
1958,197400,4.0625, , , ,0,-0.325195,-0.325195,-0.0261,0.0058,-0.9773
1959,197499,4.023438, , , ,0.650391,-0.325195,0,-0.0232,-0.0203,-0.9802
1960,197600,4.010417, , , ,0,0,0,-0.0377,-0.0348,-1.0034
1961,197700,4.006077, , , ,-0.325195,0,-0.325195,-0.0261,-0.0435,-1.0005
1962,197800,3.980035,121.501732,31.286301,140, , , ,-0.0261,-0.0406,-0.9744
1963,197899,3.958333, , , ,-1.300781,0.975586,0,-0.0145,-0.0029,-1.0063
1964,198000,3.936632, , , ,0,0.325195,-0.325195,-0.0029,-0.0087,-0.9947
1965,198099,3.936632, , , ,-0.325195,0.650391,-0.325195,0.0261,-0.0232,-0.9831
1966,198200,3.967014, , , ,0,0.650391,-0.650391,0.0435,-0.0261,-0.9831
1967,198299,4.001736, , , ,-0.325195,0,-0.650391,0.0406,-0.0522,-1.0034
1968,198400,4.019097, , , ,-1.951172,0.325195,-0.975586,0.0261,-0.087,-1.015
1969,198500,4.040799, , , ,-2.276367,0,-1.625977,0.0406,-0.0174,-0.9686
1970,198600,4.05382, , , ,0,-0.325195,-1.951172,0.0203,0.0203,-0.9831
1971,198700,4.075521, , , ,0.650391,-0.650391,-1.300781,0.0029,-0.0145,-0.9918
1972,198800,4.0625,121.501732,31.28624,140, , , ,-0.0203,-0.0754,-0.9918
1973,198899,4.066841, , , ,0,0,-2.926758,-0.0058,-0.0725,-0.9918
1974,199000,4.066841, , , ,-0.650391,-0.325195,-3.577148,0.0058,-0.0783,-0.9947
1975,199099,4.036458, , , ,-1.951172,-0.650391,-3.902344,-0.0087,-0.0899,-0.9831
1976,199200,4.032118, , , ,-1.625977,-0.325195,-4.227539,-0.0145,-0.0174,-0.9831
1977,199299,4.019097, , , ,0,-0.325195,-4.552734,-0.0232,-0.0029,-0.9831
1978,199400,4.006077, , , ,0.325195,0,-3.577148,-0.0203,-0.0493,-0.9889
1979,199499,3.975695, , , ,0.650391,-0.975586,-3.577148,-0.029,-0.058,-0.9831
1980,199600,3.89757, , , ,0,-0.975586,-3.902344,-0.0986,-0.0348,-1.0034
1981,199700,3.832465, , , ,0.325195,-0.650391,-3.251953,-0.1305,-0.029,-1.0005
1982,199800,3.74132,121.501717,31.286207,140, , , ,-0.1044,-0.0522,-0.9744
1983,199899,3.671875, , , ,0,0.325195,-2.926758,-0.0435,-0.0261,-1.0034
1984,200000,3.606771, , , ,0,0.325195,-2.926758,-0.0174,-0.0116,-0.986
1985,200099,3.563368, , , ,0,0,-1.625977,-0.0203,-0.0319,-0.9831
1986,200200,3.546007, , , ,0,0,-1.625977,-0.0348,0.0116,-0.9802
1987,200300,3.511285, , , ,0.650391,0,-1.300781,-0.0406,0.0116,-1.0005
1988,200399,3.463542, , , ,1.300781,0,-0.975586,-0.0522,-0.0261,-1.0063
1989,200500,3.420139, , , ,0.325195,0,-0.325195,-0.0348,-0.0725,-0.9715
1990,200599,3.376736, , , ,-1.300781,-0.325195,-0.975586,-0.058,-0.058,-0.9802
1991,200700,3.307292, , , ,-0.325195,-0.650391,-0.650391,-0.0667,-0.0087,-0.9831
1992,200800,3.237847,121.501709,31.28618,140,-1.951172,0.325195,-0.650391,-0.1972,-0.0754,-1.1049
1993,200900,3.059896, , , , , , ,0.0435,0.0348,-0.8932
1994,200999,3.12934, , , ,-0.650391,-0.975586,-0.975586,0.0029,-0.0174,-0.9222
1995,201100,3.068577, , , ,0.975586,-0.975586,-0.650391,-0.0145,-0.0319,-1.0121
1996,201199,3.038195, , , ,0.650391,-0.325195,-0.650391,-0.0232,-0.0551,-1.0266
1997,201300,3.033854, , , ,-0.650391,-0.650391,-0.650391,-0.029,-0.0609,-0.9976
1998,201401,3.007813, , , ,-0.650391,0,-0.975586,-0.0319,-0.0319,-0.9831
1999,201499,2.981771, , , ,0.325195,0,-0.975586,-0.0203,0.0029,-0.9889
2000,201600,2.96441, , , ,0.975586,0,-0.975586,-0.0174,-0.0145,-0.9802
2001,201699,2.947049, , , ,0.325195,-1.625977,-0.325195,0.0029,-0.0754,-1.0788
2002,201800,2.842882,121.501694,31.28616,140,0.975586,-2.601563,-1.951172,-0.1044,-0.0174,-0.8874
2003,201900,2.842882, , , ,1.300781,3.902344,-2.276367,-0.0493,-0.0841,-0.9512
2004,202000,2.907986, , , , , , ,0.0203,-0.0986,-1.0063
2005,202099,2.881945, , , ,-1.300781,0,-2.926758,0.0116,-0.0783,-1.0324
2006,202200,2.8125, , , ,-0.325195,-1.300781,-2.926758,-0.0058,-0.0261,-0.9918
2007,202300, , , , ,-0.325195,-0.975586,-2.601563,-0.0145,-0.0464,-0.9715
2008,202399,2.795139, , , ,0,-0.975586,-3.251953,-0.0203,-0.0667,-0.9976
