System.Time_Stamp,vtti.timestamp,FOT_Control.Speed,Head_Unit.Longitude,Head_Unit.Latitude,Head_Unit.MSL_Altitude,IMU.Gyro_X,IMU.Gyro_Y,IMU.Gyro_Z,IMU.Accel_X,IMU.Accel_Y,IMU.Accel_Z
6256,627200,10.273438, , , ,-0.325195,0.975586,-0.325195,-0.0638,-0.0493,-1.0121
6257,627300,10.203994, , , , , , ,-0.0464,-0.0493,-0.9802
6258,627399,10.130209, , , ,-1.300781,-0.650391,0,-0.0551,-0.0377,-0.9831
6259,627500,10.043404, , , ,-1.300781,-0.650391,-0.325195,-0.0957,-0.0493,-1.0295
6260,627599,9.986979, , , ,-0.325195,0.975586,-0.325195,-0.0957,-0.0087,-0.9802
6261,627700,9.908854, , , ,-0.325195,0.975586,-0.325195,-0.0551,-0.0435,-0.9715
6262,627799,9.826389,121.486481,31.291492,23,-1.300781,-0.650391,-0.325195,-0.0464,-0.0551,-0.9744
6263,627900,9.713542, , , ,-0.975586,-1.625977,-0.325195,-0.0899,-0.0377,-1.0121
6264,627999,9.657119, , , ,-0.325195,0,-0.325195,-0.0899,-0.0203,-0.9831
6265,628100,9.574654, , , ,-0.650391,0.325195,0,-0.0754,-0.0203,-0.9802
6266,628200,9.505209, , , ,-0.975586,0,0,-0.0638,-0.0348,-1.0034
6267,628300,9.418404, , , , , , ,-0.0667,-0.0174,-0.9889
6268,628399,9.340279, , , ,-0.325195,0,-0.325195,-0.058,-0.0058,-0.9657
6269,628500,9.270834, , , ,-0.650391,-0.325195,-0.325195,-0.0232,-0.0261,-1.0005
6270,628599,9.240452, , , ,0,0,0,-0.0638,-0.0203,-1.0005
6271,628700,9.205729, , , ,-0.325195,0,0,-0.0261,-0.0319,-0.9715
6272,628799,9.175347,121.486496,31.29158,23,0,0.325195,-0.325195,-0.0174,-0.0261,-0.9831
6273,628900,9.131945, , , ,-0.325195,-0.650391,0,-0.0029,-0.0261,-0.9831
6274,628999,9.105904, , , ,-0.325195,-0.325195,0,-0.029,-0.0377,-0.986
6275,629100,9.084202, , , ,0,0,-0.325195,-0.0464,-0.0319,-1.0121
6276,629200,9.036459, , , ,-0.325195,0.650391,-0.650391,-0.0232,-0.0348,-0.986
6277,629300,9.032119, , , , , , ,0,-0.0348,-0.9657
6278,629399,8.993056, , , ,-0.325195,-0.650391,-0.325195,-0.0087,-0.029,-0.9889
6279,629500,8.953994, , , ,-0.650391,-1.300781,-0.325195,-0.029,-0.0377,-0.9889
6280,629601,8.923612, , , ,0,0,-0.325195,-0.029,-0.0174,-0.9976
6281,629699,8.932292, , , ,0,0,-0.325195,-0.0261,-0.0435,-0.986
6282,629800,8.90625,121.486496,31.29166,24,0,0.650391,0,-0.0232,-0.0232,-1.0063
6283,629899,8.884549, , , ,0.650391,0,-0.325195,-0.0145,-0.0232,-0.9947
6284,630000,8.854167, , , ,0.325195,0,0,-0.029,-0.029,-1.0005
6285,630099,8.810764, , , ,-0.650391,0.975586,-0.325195,-0.0464,-0.1044,-1.0643
6286,630200,8.806424, , , ,-1.951172,1.951172,-0.325195,-0.0029,-0.0638,-0.957
6287,630300,8.771702, , , ,-1.951172,-0.325195,-0.325195,0.0261,0.0087,-0.9077
6288,630400,8.758681, , , , , , ,0.0174,-0.0435,-0.9831
6289,630499,8.693577, , , ,-2.276367,-3.577148,0,-0.0174,-0.0464,-0.986
6290,630600,8.719619, , , ,-1.625977,-0.650391,-0.325195,-0.0232,-0.0058,-0.9715
6291,630699,8.723959, , , ,-2.276367,0.325195,-0.325195,-0.0116,-0.0116,-0.986
6292,630800,8.75,121.486504,31.291733,23,-0.975586,0.650391,-0.325195,-0.0058,-0.0058,-1.0121
6293,630899,8.771702, , , ,0,0.325195,-0.325195,0.0203,-0.0232,-0.9599
6294,631000,8.732639, , , ,0.325195,0,-0.325195,0.0145,0,-1.0005
6295,631099,8.758681, , , ,-0.325195,-0.650391,-0.325195,0.029,-0.0435,-0.9976
6296,631200,8.758681, , , ,-1.300781,0,-0.325195,-0.0174,-0.0319,-1.0063
6297,631300,8.810764, , , ,0.325195,0.975586,-0.325195,0.0174,0.0087,-1.0092
6298,631400,8.823785, , , , , , ,0.0667,-0.0203,-0.9338
6299,631499,8.858507, , , ,0,-1.300781,-0.325195,0.0667,-0.0522,-0.9918
6300,631600,8.89757, , , ,-1.625977,-1.625977,-0.650391,0.0493,-0.0348,-1.0005
6301,631699,8.949654, , , ,-1.625977,0,-0.325195,-0.0145,-0.0116,-1.0121
6302,631800,9.032119,121.486496,31.291807,23,0.325195,2.276367,-0.650391,0.0493,0.0203,-1.0034
6303,631899,9.071181, , , ,0.325195,2.276367,-0.325195,0.0638,-0.0145,-0.9773
6304,632000,9.144966, , , ,0.650391,0,0,0.0841,-0.0232,-1.015
6305,632099,9.157987, , , ,0,-0.325195,-0.325195,0.0609,-0.0232,-1.0005
6306,632200,9.223091, , , ,0,-0.650391,-0.325195,0.0551,-0.0348,-0.9599
6307,632300,9.257813, , , ,0.325195,0,-0.325195,0.0464,-0.0174,-1.0121
6308,632400,9.322917, , , , , , ,0.0493,-0.0464,-0.9831
6309,632499,9.36632, , , ,-1.625977,0.325195,-0.325195,0.0464,-0.0522,-1.0034
6310,632600,9.448785, , , ,-1.625977,0.650391,0,0.0609,-0.0145,-1.0005
6311,632699,9.470487, , , ,-0.650391,0.325195,-0.650391,0.0609,-0.0116,-1.0005
6312,632800,9.535591,121.486481,31.291883,23,-0.325195,-0.325195,0,0.0667,0,-0.986
6313,632899,9.570313, , , ,0,0,-0.325195,0.058,-0.0203,-1.0005
6314,633000,9.639757, , , ,0,0.650391,0,0.0464,-0.0319,-0.9976
6315,633099,9.674479, , , ,0,0,-0.650391,0.0522,-0.0087,-0.9744
6316,633200,9.713542, , , ,0.650391,-0.650391,-0.975586,0.0377,-0.0493,-0.9773
6317,633300,9.717882, , , ,-0.325195,-0.975586,-0.650391,0.0145,-0.0435,-1.0063
6318,633400,9.743924, , , , , , ,0,-0.0406,-0.9976
6319,633499,9.756945, , , ,-0.975586,0.650391,-0.650391,0.0058,-0.029,-0.9947
6320,633600,9.787327, , , ,0,0,-0.650391,0.0232,-0.0377,-0.9889
6321,633699,9.761285, , , ,-0.325195,-0.325195,-0.650391,0.0087,-0.0406,-0.9889
6322,633800,9.769966,121.486443,31.291954,23,-0.325195,-0.975586,-0.975586,0,-0.0464,-0.9831
6323,633899,9.739584, , , ,-0.975586,-0.325195,-1.300781,-0.0145,-0.0638,-0.9889
6324,634000,9.743924, , , ,-0.650391,0,-1.951172,-0.0145,-0.058,-0.9773
6325,634099,9.730904, , , ,-0.650391,0,-2.276367,-0.0087,-0.0696,-0.9918
6326,634200,9.709202, , , ,-0.975586,-0.325195,-2.276367,-0.0116,-0.0696,-0.9889
6327,634300,9.696181, , , ,-0.325195,0,-2.276367,-0.0232,-0.0464,-1.0121
6328,634400,9.709202, , , , , , ,0.0174,-0.087,-0.9541
6329,634499,9.652779, , , ,0.325195,-0.325195,-1.625977,0.0029,-0.0232,-0.9802
6330,634600,9.665799, , , ,-0.325195,-0.975586,-1.951172,0.0029,-0.0464,-0.9976
6331,634699,9.657119, , , ,-0.650391,0.325195,-2.276367,-0.0203,-0.0493,-0.9976
6332,634800,9.696181,121.486465,31.292049,23,0,0,-2.276367,0,-0.0696,-0.9802
6333,634900,9.68316, , , ,0,0,-1.951172,0.0058,-0.0464,-0.9976
6334,635000,9.657119, , , ,0,-0.650391,-2.276367,0.0087,-0.0464,-0.9889
6335,635099,9.648438, , , ,-0.650391,-0.650391,-2.276367,-0.029,-0.0725,-0.9947
6336,635200,9.639757, , , ,-0.325195,0,-1.951172,-0.0116,-0.0493,-0.9976
6337,635300,9.626737, , , ,-0.325195,0,-1.625977,-0.0174,-0.0435,-0.9715
6338,635400,9.596354, , , , , , ,-0.0087,-0.0464,-0.9976
6339,635499,9.592014, , , ,-0.325195,0,-1.625977,-0.029,-0.0406,-1.0092
6340,635600,9.548612, , , ,-0.325195,0,-1.625977,-0.0232,-0.0348,-0.9889
6341,635699,9.539931, , , ,0,0.325195,-1.300781,-0.0174,-0.029,-0.9918
6342,635800,9.513889,121.486465,31.292133,22,0,0,-1.300781,-0.0116,-0.0319,-0.986
6343,635899,9.496529, , , ,-0.325195,0,-1.300781,-0.0232,-0.0377,-0.9947
6344,636000,9.457466, , , ,0,-0.325195,-1.300781,-0.0145,-0.0406,-0.986
6345,636099,9.444445, , , ,-0.975586,-0.325195,-1.300781,-0.0261,-0.0551,-0.986
6346,636200,9.409722, , , ,-0.650391,-0.650391,-1.300781,-0.0087,-0.0348,-0.986
6347,636300,9.379341, , , ,0.325195,-0.325195,-1.300781,-0.0348,-0.0377,-0.9947
6348,636400,9.344619, , , , , , ,-0.0058,-0.0464,-0.9889
6349,636499,9.327257, , , ,-0.325195,0,-0.975586,-0.0145,-0.0464,-0.9599
6350,636600,9.292535, , , ,-0.650391,-0.325195,-0.975586,-0.0261,-0.0348,-1.0063
6351,636700,9.283854, , , ,0.975586,-0.325195,-1.300781,-0.029,-0.0232,-0.9976
6352,636800,9.249132,121.48645,31.292219,22,-0.325195,0,-1.300781,-0.029,-0.0348,-0.9802
6353,636899,9.249132, , , ,0,0,-0.975586,-0.0145,-0.0464,-0.9918
6354,637000,9.21441, , , ,-0.325195,0,-0.975586,-0.0232,-0.0377,-1.0005
6355,637099,9.171007, , , ,0,0.325195,-1.625977,-0.0319,-0.0203,-1.0266
6356,637200,9.171007, , , ,0,0.975586,-1.625977,-0.029,-0.0522,-0.9889
6357,637300,9.127604, , , ,0,0.650391,-1.300781,-0.0029,-0.0406,-0.9831
6358,637400,9.118924, , , , , , ,0,-0.0464,-0.9947
6359,637500,9.071181, , , ,-0.325195,-0.650391,-1.300781,-0.0087,-0.029,-0.9889
6360,637600,9.066841, , , ,0,-0.325195,-1.625977,-0.0029,-0.0377,-0.9918
6361,637700,9.049479, , , ,0.325195,0.325195,-1.300781,0.0058,-0.0522,-0.9947
6362,637800,9.084202,121.486427,31.292294,21,-0.325195,0,-1.625977,0.0232,-0.0435,-0.9802
6363,637900,9.084202, , , ,0,0,-1.625977,0.029,-0.0464,-0.986
6364,638000,9.105904, , , ,-0.325195,-0.650391,-1.625977,0.0319,-0.0522,-0.9831
6365,638100,9.114584, , , ,-0.650391,-0.650391,-1.300781,0.0377,-0.0522,-0.9744
6366,638200,9.149306, , , ,0.325195,-0.650391,-1.951172,0.0348,-0.0348,-0.9831
6367,638300,9.171007, , , ,-0.325195,0,-1.951172,0.0348,-0.0522,-0.9947
6368,638400,9.21875, , , , , , ,0.0377,-0.0522,-0.9918
6369,638500,9.257813, , , ,0,0.325195,-1.951172,0.0406,-0.0609,-0.9918
6370,638600,9.292535, , , ,-0.650391,0,-1.951172,0.0522,-0.0551,-0.9976
6371,638701,9.344619, , , ,0,0,-2.276367,0.0522,-0.058,-0.9947
6372,638800,9.36632,121.486443,31.292377,21,0.325195,-0.650391,-1.951172,0.0551,-0.0522,-0.9918
6373,638900,9.422744, , , ,0,-0.650391,-1.951172,0.0435,-0.0696,-0.9831
6374,639000,9.440104, , , ,-0.325195,-0.650391,-2.276367,0.0493,-0.058,-0.9831
6375,639099,9.496529, , , ,-0.325195,-0.325195,-2.601563,0.0174,-0.0638,-0.9947
6376,639200,9.487847, , , ,-0.650391,-0.325195,-2.601563,0.0319,-0.0609,-0.9628
6377,639300,9.500869, , , ,-1.625977,-0.325195,-1.951172,-0.0087,-0.087,-1.0266
6378,639400,9.535591, , , , , , ,-0.0029,-0.0667,-1.0237
6379,639499,9.548612, , , ,0.325195,0.650391,-1.951172,0,-0.0348,-0.9338
6380,639600,9.52691, , , ,-0.325195,-0.325195,-2.276367,0.0261,-0.0522,-0.9918
6381,639699,9.487847, , , ,0.325195,-1.625977,-2.276367,-0.0058,-0.0609,-1.0063
6382,639800,9.461806,121.486496,31.29245,20,-0.975586,0,-2.276367,-0.029,-0.0609,-1.0063
6383,639900,9.474827, , , ,0,0.650391,-2.276367,-0.0203,-0.0464,-0.9918
6384,639999,9.431424, , , ,-0.650391,0.325195,-1.951172,0,-0.0638,-0.9802
6385,640100,9.440104, , , ,0,-0.650391,-2.276367,-0.0029,-0.0551,-0.9918
6386,640199,9.401042, , , ,-0.975586,-0.975586,-2.601563,-0.0116,-0.0464,-0.9715
6387,640300,9.383681, , , ,-0.650391,0,-2.601563,-0.0261,-0.0609,-1.0121
6388,640400,9.379341, , , ,-0.975586,0,-1.951172,-0.0116,-0.0551,-0.9831
6389,640500,9.348959, , , , , , ,-0.0087,-0.0406,-0.9686
6390,640599,9.327257, , , ,-0.975586,-0.975586,-1.951172,-0.0058,-0.0464,-0.9889
6391,640700,9.279514, , , ,0,-0.650391,-1.625977,-0.029,-0.029,-1.0005
6392,640799,9.279514,121.486481,31.292534,23,-0.325195,0,-1.951172,-0.0261,-0.0406,-0.9802
6393,640900,9.249132, , , ,-0.650391,0,-1.300781,-0.0116,-0.0406,-0.9773
6394,640999,9.231771, , , ,-0.650391,-0.650391,-1.951172,-0.0174,-0.0435,-0.9889
6395,641100,9.201389, , , ,-0.650391,-0.325195,-1.951172,-0.0174,-0.0348,-0.986
6396,641199,9.179688, , , ,-0.650391,-0.325195,-1.625977,-0.0174,-0.0493,-0.9657
6397,641300,9.144966, , , ,-0.325195,-0.975586,-1.625977,-0.0116,-0.0522,-0.9657
6398,641400,9.118924, , , ,0,-1.625977,-1.300781,-0.0232,-0.029,-0.986
6399,641500,9.092882, , , , , , ,-0.0319,-0.0406,-0.9802
6400,641599,9.097222, , , ,0.325195,-0.325195,-1.951172,-0.029,-0.0493,-0.9657
6401,641700,9.075521, , , ,-0.650391,-0.650391,-2.276367,-0.0174,-0.0522,-0.9802
6402,641799,9.049479,121.486465,31.292603,22,0,-0.650391,-2.276367,-0.0319,-0.029,-1.0034
6403,641900,9.032119, , , ,-0.650391,-0.325195,-2.276367,-0.029,-0.0551,-0.9802
6404,641999,9.010417, , , ,0.325195,0.325195,-1.951172,-0.0348,-0.0261,-1.0063
6405,642100,9.023438, , , ,-0.975586,0.975586,-2.276367,-0.0174,-0.0841,-1.0092
6406,642199,9.010417, , , ,0,0,-1.951172,-0.0029,-0.0029,-0.9541
6407,642300,8.975695, , , ,0.325195,-0.325195,-2.601563,-0.0029,-0.0435,-1.0034
6408,642400,8.988716, , , ,0,-0.650391,-1.951172,0.0116,-0.0841,-0.9773
6409,642500,8.993056, , , , , , ,0.0319,-0.1015,-0.9454
6410,642599,9.001737, , , ,-0.650391,-1.300781,-2.601563,0.029,-0.0174,-1.0005
6411,642700,9.05816, , , ,0.975586,0,-2.926758,-0.0087,-0.0696,-1.0382
6412,642799,9.114584,121.486465,31.292681,22,-1.300781,0.650391,-2.926758,0.0145,-0.0725,-0.9541
6413,642900,9.162327, , , ,0.650391,1.300781,-2.601563,0.0464,-0.0261,-0.9976
6414,642999,9.201389, , , ,0,0,-2.926758,0.0522,-0.0725,-1.0237
6415,643100,9.223091, , , ,0,0.650391,-2.276367,0.0377,-0.0638,-1.0063
6416,643199,9.301216, , , ,0.325195,0.975586,-2.601563,0.0667,-0.0667,-0.9889
6417,643300,9.357639, , , ,-0.650391,0,-2.601563,0.0812,-0.0638,-0.9831
6418,643400,9.422744, , , ,-0.325195,-0.325195,-2.276367,0.0754,-0.0551,-0.9947
6419,643500,9.474827, , , , , , ,0.0435,-0.0493,-1.0324
6420,643599,9.574654, , , ,0,1.625977,-1.625977,0.0696,-0.0319,-0.986
6421,643700,9.631077, , , ,0.325195,0.975586,-1.951172,0.0986,-0.0319,-0.9657
6422,643799,9.704862,121.486427,31.292774,23,0.325195,-0.325195,-1.625977,0.1044,-0.0493,-0.986
6423,643900,9.748264, , , ,0,-0.975586,-1.300781,0.0783,-0.058,-0.9918
6424,643999,9.84375, , , ,0.650391,-0.325195,-1.300781,0.0725,-0.0348,-0.986
6425,644100,9.926216, , , ,0.325195,-0.325195,-1.300781,0.087,-0.0406,-0.9657
6426,644199,9.99132, , , ,-0.650391,-0.650391,-1.300781,0.0667,-0.058,-0.9918
6427,644300,10.073785, , , ,0,-0.650391,-0.975586,0.0464,-0.0203,-1.0005
6428,644400,10.104167, , , ,0.325195,0.650391,-0.975586,0.0116,-0.0319,-1.0121
6429,644500,10.164931, , , , , , ,0.0377,-0.0464,-0.9889
6430,644599,10.190972, , , ,0,0,-0.975586,0.029,-0.0377,-0.9773
6431,644700,10.177952, , , ,-0.325195,-1.300781,-0.975586,0.0087,-0.0435,-1.0005
6432,644799,10.182292,121.486412,31.292864,25,0,-0.975586,-0.650391,-0.0116,-0.0435,-0.9686
6433,644900,10.195313, , , ,-0.650391,0,-0.650391,-0.0058,-0.029,-1.015
6434,644999,10.221354, , , ,-0.650391,0.650391,-0.650391,0.0029,-0.0232,-0.9918
6435,645100,10.225695, , , ,-0.325195,0,-0.325195,0.0174,-0.029,-0.9831
6436,645199,10.234376, , , ,0,0,-0.325195,0.0232,-0.0348,-1.0034
6437,645300,10.243056, , , ,-0.325195,-0.325195,-0.325195,0.0232,-0.0406,-0.9918
6438,645400,10.269097, , , ,-1.300781,0,0,0.0145,-0.0058,-0.9773
6439,645500,10.299479, , , , , , ,0.0203,0,-1.0092
6440,645599,10.312501, , , ,-1.300781,0.975586,0,0.0203,-0.058,-0.9976
6441,645700,10.368924, , , ,-0.325195,0.650391,0,0.0493,0.0058,-0.986
6442,645799,10.381945,121.486397,31.29298,29,0,-0.325195,0,0.0609,-0.0145,-0.9802
6443,645900,10.416667, , , ,-0.325195,-0.975586,0.325195,0.0435,-0.0232,-0.9802
6444,645999,10.425347, , , ,-0.650391,-0.325195,0,0.0116,-0.0203,-1.0063
6445,646100,10.481771, , , ,-0.650391,0.325195,0,0.029,-0.0232,-0.9802
6446,646199,10.507813, , , ,-1.300781,0.325195,0,0.0319,-0.0377,-0.9773
6447,646300,10.538195, , , ,-0.325195,-1.300781,0,0.0232,0.0261,-0.9947
6448,646400,10.516494, , , ,0.650391,0.325195,0,-0.0029,-0.0522,-1.0382
6449,646500,10.568577, , , , , , ,0,-0.0232,-0.9802
6450,646599,10.555556, , , ,0,0.325195,0,0.0232,0.0203,-0.9715
6451,646700,10.546876, , , ,0,-0.975586,0,0.0116,-0.0406,-1.0092
6452,646799,10.525174,121.486343,31.293079,29,-0.325195,-0.975586,0,0.0029,-0.0203,-0.9744
6453,646900,10.551216, , , ,0,-0.650391,-0.325195,0.0145,-0.0203,-0.9802
6454,646999,10.555556, , , ,0,-0.325195,-0.325195,0.0232,-0.0348,-0.9918
6455,647100,10.585938, , , ,-0.650391,0,-0.650391,0.0319,-0.0493,-0.9657
6456,647199,10.598959, , , ,-1.951172,-0.650391,-0.650391,0.029,-0.0522,-0.9918
6457,647300,10.646702, , , ,-0.650391,0,-0.325195,0.0029,-0.0087,-1.0208
6458,647400,10.694445, , , ,0,1.951172,-0.650391,0.0145,-0.0261,-1.0034
6459,647500,10.711806, , , , , , ,0.0348,-0.0348,-0.9918
6460,647599,10.724827, , , ,-0.325195,0,-0.650391,0.0319,-0.0261,-1.0179
6461,647699,10.694445, , , ,0,-0.325195,-0.650391,0.0087,-0.0551,-0.9599
6462,647800,10.711806,121.486305,31.293194,30,-3.251953,-0.325195,-0.325195,-0.0232,-0.0493,-1.044
6463,647899,10.711806, , , ,-0.975586,0.325195,0,0,0.0261,-0.9628
6464,648000,10.677084, , , ,2.276367,0,0,0,0.0029,-0.9599
6465,648099,10.672744, , , ,-1.625977,-1.300781,0,0,-0.1073,-1.0295
6466,648200,10.659722, , , ,-0.650391,0,0,-0.0174,0.0551,-0.9512
6467,648299,10.61632, , , ,0,0,-0.325195,-0.0435,-0.0725,-1.0121
6468,648400,10.61632, , , ,-2.601563,0,0.325195,-0.0116,-0.0435,-1.0005
6469,648500,10.594619, , , ,0.325195,0,-0.325195,-0.0203,0.0406,-0.9599
6470,648600,10.581597, , , , , , ,0.0058,-0.0261,-1.015
6471,648699,10.564237, , , ,0,0.325195,0,0,-0.0116,-0.9918
6472,648800,10.577257,121.486282,31.293293,30,0.325195,0.650391,0,0.0145,-0.0145,-1.0005
6473,648899,10.598959, , , ,0,0,0,0.0232,-0.0435,-0.9918
6474,649000,10.568577, , , ,-0.650391,0,-0.325195,0,-0.0493,-0.9918
6475,649099,10.572917, , , ,-1.625977,-0.650391,0,0.0087,-0.0174,-0.9628
6476,649200,10.546876, , , ,-0.325195,-0.975586,0,-0.0087,-0.0232,-0.9744
6477,649299,10.564237, , , ,-1.300781,-0.650391,0,-0.0087,-0.0522,-0.9831
6478,649400,10.529514, , , ,-0.650391,0,0,-0.0174,0.0493,-0.9976
6479,649500,10.546876, , , ,-0.650391,0,0,0.0174,-0.0116,-0.9773
6480,649600,10.533854, , , , , , ,0.0174,-0.0145,-0.9947
6481,649699,10.555556, , , ,0,-0.975586,0,0.0174,-0.0029,-0.9686
6482,649800,10.568577,121.486237,31.293386,30,0.650391,0,0,0.0435,0,-0.9715
6483,649899,10.642362, , , ,-0.975586,-0.650391,0,0.0435,-0.0232,-0.986
6484,650000,10.651042, , , ,-0.325195,0,0,0.0377,-0.0058,-0.9947
6485,650099,10.729167, , , ,0,0.650391,0,0.0377,-0.0058,-0.9947
6486,650200,10.763889, , , ,0,0.975586,0,0.0348,-0.0058,-1.0353
6487,650299,10.811632, , , ,-0.650391,1.625977,0,0.0435,-0.0203,-1.0063
6488,650400,10.863716, , , ,0,0.650391,0,0.0493,0.0087,-1.0121
6489,650500,10.855035, , , ,0,0.325195,0,0.0319,-0.0377,-1.0295
6490,650600,10.907119, , , , , , ,0.0464,-0.0087,-0.9686
6491,650699,10.937501, , , ,0.325195,0,-0.325195,0.0377,-0.0087,-0.9802
6492,650800,10.959202,121.486183,31.293488,27,0,-1.625977,0,0.0609,-0.0174,-0.9628
6493,650899,10.972222, , , ,0,-1.625977,-0.325195,0.0319,-0.0464,-0.9831
6494,651000,11.028646, , , ,-0.650391,0,-0.325195,0.029,0,-0.9802
6495,651099,11.08507, , , ,0,0.975586,-0.325195,0.029,-0.0319,-1.0237
6496,651200,11.158854, , , ,-0.325195,0,-0.325195,0.0725,-0.0116,-0.957
6497,651299,11.176216, , , ,0.325195,-0.650391,-0.325195,0.0725,-0.0116,-0.957
6498,651400,11.167535, , , ,0.325195,-2.276367,-0.325195,0.029,-0.0319,-0.9831
6499,651500,11.210938, , , ,0,-0.650391,-0.650391,-0.0029,-0.0406,-1.0179
6500,651600,11.232639, , , , , , ,0,-0.0464,-0.9744
6501,651699,11.267362, , , ,-0.325195,0,-1.300781,0.0406,-0.0464,-0.9918
6502,651800,11.24566,121.48616,31.293596,26,-0.650391,-0.975586,-0.975586,0.0029,-0.0435,-0.9889
6503,651899,11.236979, , , ,-0.975586,-0.325195,-0.975586,-0.0232,-0.0493,-1.015
6504,652000,11.263021, , , ,-0.975586,0.975586,-0.975586,-0.0145,-0.029,-0.9831
6505,652099,11.258681, , , ,-1.300781,0.325195,-1.300781,0.0058,-0.0464,-0.9947
6506,652200,11.232639, , , ,-1.300781,-0.325195,-1.300781,-0.0145,-0.0319,-1.0092
6507,652299,11.210938, , , ,0,-0.325195,-1.300781,-0.0203,-0.0232,-0.9947
6508,652400,11.206597, , , ,0,0,-0.975586,-0.0348,-0.0232,-0.9976
6509,652500,11.137154, , , ,0.975586,-0.325195,-1.300781,-0.0116,-0.0145,-0.957
6510,652600,11.115452, , , , , , ,-0.0406,-0.0406,-1.0005
6511,652699,11.080729, , , ,0.975586,-0.325195,-0.650391,-0.0464,-0.0174,-0.9976
6512,652800,11.059029,121.48613,31.293699,26,0,0.975586,-0.325195,-0.0377,-0.0348,-0.9947
6513,652899,11.054688, , , ,0,0,0,-0.0087,-0.0145,-0.9802
6514,653000,10.959202, , , ,0.650391,-0.650391,-0.325195,-0.029,-0.0348,-0.9831
6515,653099,10.963542, , , ,0,-0.325195,-0.650391,-0.0551,-0.0406,-1.0092
6516,653200,10.894097, , , ,-0.650391,0.325195,-0.650391,-0.0522,-0.0435,-1.0034
6517,653299,10.872396, , , ,-0.325195,1.300781,-0.650391,-0.0377,-0.0406,-1.0121
6518,653400,10.850695, , , ,-0.325195,0,-0.325195,-0.0232,-0.0203,-0.9686
6519,653500,10.77257, , , ,-0.975586,-0.650391,0,-0.0493,-0.0319,-1.0063
6520,653600,10.711806, , , , , , ,-0.0725,-0.029,-0.9976
6521,653699,10.664063, , , ,-0.650391,0.650391,-0.650391,-0.058,-0.0203,-0.9889
6522,653800,10.642362,121.486107,31.293806,26,-0.650391,0,-0.325195,-0.0319,-0.0174,-0.9831
6523,653899,10.564237, , , ,-0.325195,-0.650391,0,-0.0319,-0.0174,-0.9889
6524,654000,10.503472, , , ,-0.650391,-0.650391,0,-0.0667,-0.0058,-1.0005
6525,654099,10.442709, , , ,-0.975586,0.325195,0,-0.0638,-0.0174,-1.0005
6526,654200,10.403646, , , ,-0.975586,0.325195,0,-0.0464,-0.0087,-0.9773
6527,654299,10.338542, , , ,-0.325195,0,-0.325195,-0.0377,-0.0116,-0.9947
6528,654400,10.286459, , , ,-0.975586,-0.650391,0,-0.0435,-0.029,-0.9889
6529,654500,10.212674, , , ,-0.325195,-0.650391,0.325195,-0.0493,-0.0058,-0.9831
6530,654600,10.173612, , , , , , ,-0.0551,0.0029,-0.9918
6531,654699,10.117188, , , ,-0.650391,0,0,-0.0493,-0.0029,-0.9802
6532,654800,10.086806,121.486076,31.293903,26,-0.325195,0,0,-0.0406,-0.0145,-0.9802
6533,654899,10.034722, , , ,0,-0.325195,0,-0.0493,0.0029,-0.986
6534,655000,9.986979, , , ,0,0,-0.325195,-0.0522,-0.0261,-1.0005
6535,655099,9.926216, , , ,0,0,-0.325195,-0.058,-0.0232,-0.9976
6536,655200,9.882813, , , ,-0.325195,0,-0.650391,-0.0464,-0.0377,-0.9889
6537,655299,9.822049, , , ,-0.325195,0,-0.650391,-0.0377,-0.0203,-0.9628
6538,655400,9.756945, , , ,-0.325195,-1.300781,-0.650391,-0.0203,-0.0116,-0.9628
6539,655500,9.665799, , , ,-0.325195,-0.975586,-0.650391,-0.0986,-0.0464,-1.0527
6540,655600,9.648438, , , , , , ,-0.0609,-0.0232,-0.9483
6541,655699,9.578994, , , ,0,0.650391,-0.975586,-0.0464,-0.0116,-0.9512
6542,655800,9.544271,121.486069,31.29398,26,-0.650391,-1.625977,-0.650391,-0.0145,-0.0522,-1.0005
6543,655899,9.435764, , , ,0,-1.951172,-0.325195,-0.0812,0,-0.9657
6544,656000,9.401042, , , ,0.325195,0,-0.650391,-0.087,-0.029,-1.0179
6545,656099,9.353299, , , ,-0.325195,0.650391,-0.650391,-0.0957,-0.0435,-1.0005
6546,656200,9.296875, , , ,0.325195,2.276367,-0.650391,-0.0725,-0.0087,-1.0295
6547,656299,9.266494, , , ,0.650391,1.625977,-0.650391,-0.0464,-0.0232,-0.9976
6548,656400,9.153646, , , ,0,0,-0.325195,-0.0435,-0.0522,-0.9744
6549,656500,9.084202, , , ,-0.325195,-1.300781,-0.325195,-0.0348,-0.0145,-0.9744
6550,656600,9.023438, , , , , , ,-0.0725,-0.0522,-0.9918
6551,656699,8.927952, , , ,-3.577148,0,-0.325195,-0.1044,-0.1044,-1.015
6552,656800,8.89757,121.486023,31.294046,26,-2.601563,0.975586,-0.650391,-0.0812,0.0145,-0.9802
6553,656899,8.823785, , , ,0,1.951172,-0.325195,-0.0725,0,-1.0179
6554,657000,8.758681, , , ,-0.650391,0.325195,0,-0.0377,-0.0493,-0.9831
6555,657099,8.663195, , , ,-0.975586,-0.650391,-0.325195,-0.0609,0,-0.9715
6556,657200,8.580729, , , ,-0.325195,-0.975586,-0.325195,-0.0754,-0.0203,-1.0092
